loan_amount,income,interest_rate,loan_to_value_ratio,debt_to_income_ratio,property_value,loan_term,applicant_age,derived_race,derived_sex,derived_ethnicity,action_taken,target
285000,80,,80,50%-60%,355000,360,45-54,White,Male,Not Hispanic or Latino,3,0
155000,130,,65,50%-60%,605000,180,45-54,White,Male,Not Hispanic or Latino,3,0
205000,168,,78.45,>60%,1395000,360,35-44,Black or African American,Male,Not Hispanic or Latino,3,0
75000,120,,79.847,50%-60%,425000,360,45-54,Black or African American,Male,Not Hispanic or Latino,3,0
105000,60,,30.9,50%-60%,805000,360,65-74,Joint,Joint,Not Hispanic or Latino,3,0
105000,51,,78.388,50%-60%,395000,300,35-44,White,Joint,Not Hispanic or Latino,3,0
145000,37,,80,>60%,185000,360,55-64,Joint,Joint,Joint,3,0
135000,38,,74.725,50%-60%,185000,360,45-54,Black or African American,Male,Not Hispanic or Latino,3,0
65000,42,,20.76,43,285000,360,35-44,White,Male,Not Hispanic or Latino,3,0
25000,31,,114.557,>60%,155000,60,45-54,Black or African American,Male,Not Hispanic or Latino,3,0
105000,102,,20,20%-<30%,505000,360,55-64,White,Female,Not Hispanic or Latino,3,0
25000,106,,,43,,300,45-54,White,Female,Hispanic or Latino,3,0
35000,80,,88.27,46,225000,360,35-44,Black or African American,Female,Not Hispanic or Latino,3,0
75000,19,,6.21,50%-60%,1205000,,55-64,White,Joint,Hispanic or Latino,3,0
275000,0,,80,,335000,360,25-34,White,Male,Not Hispanic or Latino,3,0
255000,130,,66.667,20%-<30%,375000,360,45-54,White,Male,Not Hispanic or Latino,3,0
25000,40,,71.74,50%-60%,265000,360,55-64,Asian,Female,Not Hispanic or Latino,3,0
215000,506,,65,20%-<30%,325000,360,35-44,White,Male,Not Hispanic or Latino,3,0
55000,52,,51.84,<20%,385000,360,35-44,White,Female,Not Hispanic or Latino,3,0
25000,90,,68.71,50%-60%,325000,360,55-64,White,Female,Not Hispanic or Latino,3,0
205000,66,,45.884,>60%,1405000,360,45-54,White,Male,Not Hispanic or Latino,3,0
105000,84,,53.27,>60%,375000,360,55-64,White,Joint,Not Hispanic or Latino,3,0
85000,288,,66.289,40,595000,360,45-54,White,Male,Not Hispanic or Latino,3,0
155000,120,,65.13,48,235000,360,55-64,Black or African American,Female,Not Hispanic or Latino,3,0
75000,80,,57.692,>60%,135000,240,45-54,White,Male,Not Hispanic or Latino,3,0
55000,,,,40,,300,35-44,White,Joint,Not Hispanic or Latino,3,0
65000,80,,72.417,44,555000,360,65-74,White,Joint,Not Hispanic or Latino,3,0
55000,75,,20.325,>60%,245000,60,45-54,Asian,Male,Hispanic or Latino,3,0
535000,351,,90,<20%,595000,360,55-64,White,Joint,Not Hispanic or Latino,3,0
55000,111,,70,20%-<30%,245000,360,45-54,White,Joint,Not Hispanic or Latino,3,0
75000,145,,35.38,50%-60%,215000,360,>74,White,Joint,Not Hispanic or Latino,3,0
35000,58,,83.651,,435000,360,35-44,White,Female,Not Hispanic or Latino,3,0
185000,70,,,,,360,35-44,American Indian or Alaska Native,Male,Not Hispanic or Latino,3,0
705000,293,,69.81,20%-<30%,1005000,360,55-64,Asian,Joint,Not Hispanic or Latino,3,0
85000,36,,75.652,>60%,115000,360,>74,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
25000,59,,77.191,>60%,605000,180,45-54,Race Not Available,Male,Hispanic or Latino,3,0
35000,94,,106.024,>60%,315000,480,35-44,White,Male,Hispanic or Latino,3,0
435000,143,,60,30%-<36%,715000,360,55-64,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
105000,65,,97,20%-<30%,105000,360,<25,Black or African American,Male,Not Hispanic or Latino,3,0
105000,45,,72.78,>60%,365000,360,55-64,Race Not Available,Female,Ethnicity Not Available,3,0
355000,109,,88.616,>60%,825000,360,45-54,White,Male,Not Hispanic or Latino,3,0
25000,76,,5.714,<20%,355000,360,35-44,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
305000,126,,121.72,41,365000,360,35-44,Race Not Available,Female,Ethnicity Not Available,3,0
35000,64,,43.2,30%-<36%,395000,360,35-44,Race Not Available,Male,Hispanic or Latino,3,0
25000,16,,42.48,50%-60%,125000,300,35-44,White,Female,Hispanic or Latino,3,0
25000,34,,8.41,50%-60%,295000,360,>74,Race Not Available,Male,Ethnicity Not Available,3,0
25000,174,,87.05,20%-<30%,525000,360,35-44,White,Male,Not Hispanic or Latino,3,0
305000,193,,61.581,50%-60%,965000,360,>74,White,Joint,Not Hispanic or Latino,3,0
75000,50,,,50%-60%,,300,45-54,White,Female,Not Hispanic or Latino,3,0
75000,11,,78.327,>60%,455000,240,55-64,American Indian or Alaska Native,Female,Not Hispanic or Latino,3,0
75000,10,,50.46,>60%,675000,360,45-54,White,Female,Hispanic or Latino,3,0
45000,79,,81.97,>60%,255000,360,55-64,White,Male,Ethnicity Not Available,3,0
105000,66,,75,<20%,145000,360,45-54,Asian,Male,Not Hispanic or Latino,3,0
465000,200,,97.211,20%-<30%,475000,360,>74,Race Not Available,Female,Ethnicity Not Available,3,0
175000,93,,82.571,>60%,275000,360,45-54,White,Joint,Not Hispanic or Latino,3,0
55000,8,,15,>60%,355000,360,45-54,American Indian or Alaska Native,Female,Not Hispanic or Latino,3,0
105000,57,,170.343,>60%,95000,30,25-34,White,Male,Not Hispanic or Latino,3,0
65000,38,,39.809,30%-<36%,155000,180,65-74,White,Joint,Not Hispanic or Latino,3,0
65000,72,,40,30%-<36%,155000,360,35-44,White,Male,Not Hispanic or Latino,3,0
35000,231,,79.99,30%-<36%,445000,180,45-54,White,Female,Joint,3,0
45000,109,,80,>60%,265000,60,45-54,White,Female,Not Hispanic or Latino,3,0
115000,56,,30.66,>60%,365000,360,>74,White,Female,Not Hispanic or Latino,3,0
75000,46,,48.462,>60%,655000,360,45-54,Race Not Available,Male,Hispanic or Latino,3,0
215000,47,,96.5,46,215000,360,45-54,Black or African American,Joint,Not Hispanic or Latino,3,0
235000,94,,75,>60%,315000,360,65-74,Black or African American,Joint,Not Hispanic or Latino,3,0
15000,36,,55.645,50%-60%,125000,60,35-44,White,Female,Not Hispanic or Latino,3,0
55000,103,,19.38,44,255000,360,35-44,Race Not Available,Male,Not Hispanic or Latino,3,0
665000,562,,60,20%-<30%,1105000,360,35-44,White,Joint,Hispanic or Latino,3,0
175000,63,,,50%-60%,,300,25-34,White,Male,Not Hispanic or Latino,3,0
355000,540,,63.77,30%-<36%,1205000,360,35-44,White,Joint,Not Hispanic or Latino,3,0
5000,14,,6,<20%,55000,240,65-74,White,Female,Not Hispanic or Latino,3,0
205000,71,,68.786,50%-60%,285000,360,45-54,Race Not Available,Joint,Not Hispanic or Latino,3,0
245000,207,,80,30%-<36%,305000,360,25-34,White,Male,Hispanic or Latino,3,0
35000,42,,52,>60%,305000,120,55-64,White,Joint,Not Hispanic or Latino,3,0
975000,331,,75,38,1305000,360,45-54,White,Joint,Not Hispanic or Latino,3,0
15000,89,,67.974,43,155000,180,45-54,Black or African American,Female,Not Hispanic or Latino,3,0
125000,75,,22.73,20%-<30%,555000,360,55-64,Free Form Text Only,Male,Hispanic or Latino,3,0
55000,64,,41.538,30%-<36%,265000,180,55-64,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
15000,36,,69.501,>60%,235000,360,35-44,Black or African American,Female,Not Hispanic or Latino,3,0
85000,48,,,,,360,35-44,Race Not Available,Female,Ethnicity Not Available,3,0
115000,70,,80,20%-<30%,145000,360,45-54,Joint,Joint,Not Hispanic or Latino,3,0
325000,54,,,>60%,325000,360,45-54,Black or African American,Male,Not Hispanic or Latino,3,0
45000,53,,,20%-<30%,,300,35-44,White,Joint,Not Hispanic or Latino,3,0
255000,362,,34.09,42,735000,360,65-74,White,Male,Not Hispanic or Latino,3,0
35000,72,,87.201,>60%,365000,360,35-44,White,Male,Hispanic or Latino,3,0
595000,777,,80,46,745000,360,25-34,White,Male,Not Hispanic or Latino,3,0
85000,137,,71.84,39,465000,360,35-44,Race Not Available,Male,Hispanic or Latino,3,0
155000,91,,23.59,>60%,635000,360,65-74,White,Female,Not Hispanic or Latino,3,0
75000,132,,97.613,50%-60%,265000,480,35-44,White,Joint,Not Hispanic or Latino,3,0
35000,127,,45.07,20%-<30%,75000,120,45-54,White,Joint,Not Hispanic or Latino,3,0
105000,62,,35.761,>60%,925000,360,55-64,White,Female,Hispanic or Latino,3,0
85000,51,,51.395,30%-<36%,235000,480,25-34,Black or African American,Male,Not Hispanic or Latino,3,0
255000,26,,61.856,>60%,405000,180,45-54,White,Male,Not Hispanic or Latino,3,0
45000,43,,9.46,30%-<36%,425000,360,<25,White,Female,Hispanic or Latino,3,0
25000,86,,93.964,20%-<30%,135000,120,25-34,White,Female,Not Hispanic or Latino,3,0
55000,181,,85.127,44,525000,120,35-44,White,Joint,Not Hispanic or Latino,3,0
435000,88,,,50%-60%,,360,25-34,Race Not Available,Male,Not Hispanic or Latino,3,0
255000,55,,47.89,>60%,1475000,360,55-64,White,Joint,Not Hispanic or Latino,3,0
105000,166,,3.7,>60%,2705000,300,45-54,White,Female,Not Hispanic or Latino,3,0
75000,166,,66.613,50%-60%,525000,,55-64,White,Joint,Hispanic or Latino,3,0
25000,65,,33.082,45,255000,360,45-54,White,Male,Ethnicity Not Available,3,0
25000,68,,103.077,46,265000,360,45-54,Race Not Available,Male,Hispanic or Latino,3,0
85000,210,,90,30%-<36%,85000,360,25-34,Black or African American,Male,Not Hispanic or Latino,3,0
55000,92,,,30%-<36%,,300,35-44,White,Joint,Not Hispanic or Latino,3,0
85000,260,,98.021,41,565000,180,45-54,Joint,Joint,Not Hispanic or Latino,3,0
35000,102,,,50%-60%,,240,35-44,White,Joint,Not Hispanic or Latino,3,0
105000,77,,52.632,43,195000,360,>74,White,Female,Not Hispanic or Latino,3,0
35000,72,,92.5,<20%,85000,120,45-54,White,Female,Not Hispanic or Latino,3,0
65000,114,,,50%-60%,,84,35-44,Race Not Available,Male,Ethnicity Not Available,3,0
355000,46,,,>60%,385000,360,65-74,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
105000,150,,84.41,45,345000,360,45-54,Race Not Available,Joint,Not Hispanic or Latino,3,0
225000,47,,47.826,44,465000,360,35-44,White,Female,Hispanic or Latino,3,0
55000,124,,64.688,41,245000,180,65-74,Joint,Joint,Not Hispanic or Latino,3,0
405000,35,,52.15,>60%,955000,360,65-74,White,Female,Not Hispanic or Latino,3,0
325000,96,,96.76,50%-60%,335000,360,25-34,Black or African American,Female,Not Hispanic or Latino,3,0
225000,42,,71.48,50%-60%,275000,360,55-64,White,Female,Not Hispanic or Latino,3,0
155000,321,,98.28,20%-<30%,1165000,360,35-44,White,Joint,Hispanic or Latino,3,0
105000,110,,88.45,50%-60%,375000,300,35-44,White,Male,Not Hispanic or Latino,3,0
495000,46,,90,>60%,555000,360,45-54,White,Joint,Not Hispanic or Latino,3,0
305000,89,,80,48,385000,360,35-44,Black or African American,Male,Not Hispanic or Latino,3,0
255000,135,,120.251,>60%,565000,360,25-34,White,Male,Not Hispanic or Latino,3,0
35000,239,,76.53,20%-<30%,855000,360,45-54,White,Male,Not Hispanic or Latino,3,0
115000,32,,101.75,40,115000,360,35-44,White,Female,Not Hispanic or Latino,3,0
55000,50,,83.77,>60%,315000,360,35-44,Black or African American,Male,Not Hispanic or Latino,3,0
165000,60,,80,49,205000,360,25-34,White,Male,Ethnicity Not Available,3,0
55000,58,,15.432,50%-60%,325000,360,45-54,Black or African American,Male,Not Hispanic or Latino,3,0
255000,320,,79.41,20%-<30%,805000,480,55-64,White,Joint,Not Hispanic or Latino,3,0
565000,105,,100,>60%,565000,360,>74,Race Not Available,Male,Ethnicity Not Available,3,0
55000,40,,,20%-<30%,,300,45-54,White,Male,Not Hispanic or Latino,3,0
175000,113,,100,41,175000,360,55-64,Race Not Available,Joint,Ethnicity Not Available,3,0
355000,359,,52.308,20%-<30%,1455000,360,45-54,White,Male,Not Hispanic or Latino,3,0
595000,815,,107.819,20%-<30%,1055000,360,35-44,White,Male,Not Hispanic or Latino,3,0
205000,48,,93.826,45,235000,360,45-54,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
95000,135,,51.429,<20%,175000,180,55-64,White,Male,Hispanic or Latino,3,0
125000,,,,,,18,8888,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
795000,131,,100,>60%,795000,360,25-34,Black or African American,Male,Not Hispanic or Latino,3,0
195000,350,,70.584,50%-60%,805000,180,45-54,Black or African American,Joint,Not Hispanic or Latino,3,0
355000,295,,79.789,20%-<30%,1125000,360,55-64,White,Male,Not Hispanic or Latino,3,0
55000,163,,83.02,30%-<36%,445000,360,45-54,White,Male,Hispanic or Latino,3,0
305000,156,,57.143,40,525000,360,65-74,White,Joint,Joint,3,0
45000,65,,70,44,65000,360,55-64,Black or African American,Female,Not Hispanic or Latino,3,0
195000,173,,,43,,360,25-34,White,Female,Hispanic or Latino,3,0
175000,252,,60.61,30%-<36%,535000,360,35-44,White,Female,Hispanic or Latino,3,0
455000,241,,78.448,30%-<36%,585000,360,35-44,White,Joint,Not Hispanic or Latino,3,0
95000,58,,80,50%-60%,125000,360,55-64,Black or African American,Male,Not Hispanic or Latino,3,0
15000,55,,7.853,>60%,195000,360,45-54,White,Male,Not Hispanic or Latino,3,0
55000,757,,109.629,<20%,185000,360,25-34,Race Not Available,Female,Not Hispanic or Latino,3,0
25000,60,,121.82,42,115000,360,25-34,White,Male,Not Hispanic or Latino,3,0
55000,178,,82.941,20%-<30%,405000,480,35-44,White,Joint,Not Hispanic or Latino,3,0
55000,205,,65.76,30%-<36%,675000,360,45-54,White,Joint,Not Hispanic or Latino,3,0
105000,170,,83.33,<20%,995000,360,35-44,Asian,Female,Not Hispanic or Latino,3,0
135000,172,,78.894,50%-60%,765000,240,45-54,White,Joint,Not Hispanic or Latino,3,0
35000,240,,109.55,30%-<36%,395000,360,<25,Race Not Available,Male,Hispanic or Latino,3,0
15000,49,,67.429,50%-60%,175000,360,45-54,White,Female,Not Hispanic or Latino,3,0
445000,131,,96.5,39,445000,360,35-44,Asian,Male,Not Hispanic or Latino,3,0
85000,210,,36.29,<20%,555000,360,55-64,White,Joint,Joint,3,0
35000,80,,72.146,50%-60%,545000,252,55-64,White,Joint,Joint,3,0
35000,225,,7.78,20%-<30%,455000,360,35-44,White,Joint,Not Hispanic or Latino,3,0
65000,85,,58.617,39,295000,360,35-44,Black or African American,Female,Not Hispanic or Latino,3,0
475000,145,,91.057,44,535000,360,45-54,Black or African American,Female,Not Hispanic or Latino,3,0
75000,205,,92.2,30%-<36%,555000,360,45-54,White,Male,Not Hispanic or Latino,3,0
205000,169,,25.32,48,795000,360,55-64,Race Not Available,Joint,Joint,3,0
15000,91,,,,,120,35-44,White,Male,Not Hispanic or Latino,3,0
575000,162,,95,49,605000,360,25-34,Race Not Available,Joint,Ethnicity Not Available,3,0
205000,147,,93.37,>60%,835000,360,25-34,White,Male,Not Hispanic or Latino,3,0
105000,147,,22.22,<20%,455000,360,45-54,Race Not Available,Male,Hispanic or Latino,3,0
105000,85,,84.5,>60%,305000,360,35-44,White,Joint,Hispanic or Latino,3,0
35000,54,,14.67,46,225000,180,25-34,White,Male,Hispanic or Latino,3,0
485000,114,,80,47,605000,360,>74,Black or African American,Female,Not Hispanic or Latino,3,0
155000,112,,81.309,>60%,755000,480,35-44,Asian,Male,Not Hispanic or Latino,3,0
55000,217,,12.548,<20%,395000,120,55-64,Black or African American,Female,Not Hispanic or Latino,3,0
165000,92,,57.143,>60%,285000,360,55-64,White,Male,Not Hispanic or Latino,3,0
345000,62,,80,>60%,425000,360,45-54,White,Female,Not Hispanic or Latino,3,0
25000,51,,33.988,50%-60%,405000,360,25-34,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
55000,230,,68.546,<20%,385000,48,35-44,White,Male,Not Hispanic or Latino,3,0
45000,80,,89.983,36,445000,480,25-34,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
45000,0,,15.094,>60%,265000,360,65-74,White,Female,Not Hispanic or Latino,3,0
265000,164,,78,>60%,385000,360,35-44,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
1005000,223,,57.143,>60%,1755000,360,35-44,Asian,Joint,Not Hispanic or Latino,3,0
215000,94,,26.817,49,805000,360,65-74,Race Not Available,Joint,Hispanic or Latino,3,0
55000,890,,59.24,37,425000,300,45-54,White,Joint,Not Hispanic or Latino,3,0
45000,29,,26.667,>60%,155000,180,45-54,White,Joint,Hispanic or Latino,3,0
25000,56,,31.934,>60%,855000,360,45-54,White,Female,Not Hispanic or Latino,3,0
205000,0,,100,<20%,205000,360,25-34,Black or African American,Male,Hispanic or Latino,3,0
65000,133,,59.306,50%-60%,845000,,45-54,Black or African American,Joint,Not Hispanic or Latino,3,0
45000,91,,66.829,30%-<36%,265000,240,65-74,White,Male,Ethnicity Not Available,3,0
185000,56,,100.43,47,185000,360,55-64,Black or African American,Female,Not Hispanic or Latino,3,0
95000,235,,80,20%-<30%,115000,360,55-64,White,Female,Not Hispanic or Latino,3,0
85000,52,,69.565,38,115000,360,65-74,White,Male,Not Hispanic or Latino,3,0
35000,153,,54.851,30%-<36%,225000,240,65-74,Joint,Joint,Hispanic or Latino,3,0
105000,36,,80,>60%,135000,360,45-54,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
265000,64,,64.875,46,405000,360,55-64,Black or African American,Male,Not Hispanic or Latino,3,0
105000,137,,63.66,50%-60%,795000,360,65-74,Black or African American,Male,Ethnicity Not Available,3,0
305000,91,,100,45,305000,360,25-34,White,Male,Not Hispanic or Latino,3,0
405000,125,,3.08,>60%,13005000,360,65-74,Asian,Female,Ethnicity Not Available,3,0
65000,101,,,50%-60%,,300,35-44,Black or African American,Joint,Not Hispanic or Latino,3,0
35000,78,,80.32,20%-<30%,115000,360,25-34,Black or African American,Male,Hispanic or Latino,3,0
95000,96,,82.101,>60%,385000,180,55-64,Black or African American,Joint,Not Hispanic or Latino,3,0
355000,200,,92.705,>60%,1855000,360,45-54,White,Male,Not Hispanic or Latino,3,0
105000,23,,40.486,>60%,245000,252,45-54,Race Not Available,Joint,Hispanic or Latino,3,0
55000,202,,82.22,<20%,345000,360,45-54,White,Joint,Not Hispanic or Latino,3,0
35000,89,,88.158,>60%,565000,300,35-44,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
85000,100,,73.913,47,115000,360,45-54,White,Male,Not Hispanic or Latino,3,0
125000,131,,33.361,,355000,240,45-54,White,Joint,Not Hispanic or Latino,3,0
75000,37,,50,50%-60%,155000,240,25-34,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
755000,21,,68.74,>60%,3005000,300,45-54,White,Male,Not Hispanic or Latino,3,0
95000,92,,,,,360,35-44,White,Male,Not Hispanic or Latino,3,0
245000,150,,95,>60%,255000,180,45-54,White,Male,Hispanic or Latino,3,0
205000,96,,52.562,50%-60%,385000,360,45-54,Asian,Joint,Not Hispanic or Latino,3,0
105000,64,,96.63,>60%,305000,360,45-54,Race Not Available,Male,Ethnicity Not Available,3,0
305000,170,,87.967,42,705000,,45-54,White,Joint,Not Hispanic or Latino,3,0
25000,38,,60.65,20%-<30%,465000,360,>74,White,Female,Not Hispanic or Latino,3,0
45000,101,Exempt,Exempt,Exempt,Exempt,Exempt,45-54,White,Male,Not Hispanic or Latino,3,0
315000,65,,89,47,355000,360,>74,Race Not Available,Sex Not Available,Ethnicity Not Available,3,0
45000,85,,74.857,50%-60%,175000,240,35-44,White,Male,Not Hispanic or Latino,3,0
55000,104,,,<20%,,360,45-54,White,Joint,Not Hispanic or Latino,3,0
255000,13,,51.97,>60%,495000,360,55-64,White,Male,Not Hispanic or Latino,3,0
125000,101,,71.55,>60%,1025000,360,65-74,Race Not Available,Male,Ethnicity Not Available,3,0
65000,54,,66.398,43,265000,240,35-44,White,Joint,Not Hispanic or Latino,3,0
45000,66,,,47,,60,45-54,White,Joint,Not Hispanic or Latino,3,0
405000,79,,80.677,50%-60%,505000,360,45-54,White,Female,Not Hispanic or Latino,3,0
65000,183,,75.333,<20%,305000,180,25-34,White,Joint,Hispanic or Latino,3,0
105000,193,,55.278,>60%,2755000,240,55-64,White,Male,Not Hispanic or Latino,3,0
85000,373,,61.669,20%-<30%,375000,360,35-44,Race Not Available,Female,Hispanic or Latino,3,0
85000,172,,76.66,20%-<30%,385000,360,45-54,Black or African American,Joint,Not Hispanic or Latino,3,0
105000,92,,31.25,50%-60%,325000,48,35-44,White,Female,Hispanic or Latino,3,0
235000,50,,89.394,50%-60%,265000,360,65-74,White,Male,Not Hispanic or Latino,3,0
185000,300,,111.51,<20%,785000,480,35-44,White,Female,Not Hispanic or Latino,3,0
55000,22,,95.238,>60%,175000,60,65-74,White,Male,Not Hispanic or Latino,3,0
235000,75,,,20%-<30%,,360,25-34,Black or African American,Male,Not Hispanic or Latino,3,0
35000,63,,,50%-60%,,60,45-54,Race Not Available,Joint,Not Hispanic or Latino,3,0
185000,50,,57.778,39,315000,360,65-74,White,Male,Not Hispanic or Latino,3,0
